index,product,category,sub_category,brand,sale_price,market_price,type,rating,description
10799,Baby Happy Medium - 38 Diapers,Baby Care,Diapers & Wipes,Bella,610.0,629.0,Diapers,4.3,"Bella Baby Happy is the European brand of premium Baby diapers, IMPORTED FROM EUROPE. Happy diapers are featured with cutting - edge DIAPER RASH FREE SYSTEM - a complex of unique features that keep your Baby's skin healthy. Happy diapers prevent the appearance of rashes irritations, allergies and reddening. AIR CIRCULATION - special outer cover allows full air circulation that keeps the right temperature inside a diaper, lets the vapour go through and keeps your Baby's skin dry, fresh and healthy. GREEN TEA EXTRACT - green tea extract has antibacterial & anti-inflammatory properties and it neutralizes the unpleasant smell. SKIN FRIENDLY TECHNOLOGY - latex and chlorine-free components minimise the risk of rashes and allergic reactions. MAGIC GEL - magic pearls transform the liquid into gel and isolate wetness from Baby's bottom. Fast absorption effectively protects against leakages and ensures maximum dryness. Gentle gathers on both sides of a diaper hold the moisture inside and prevent leakages. Elastic tapes guarantee freedom of movement with no pressure on Baby's delicate skin. Symmetrical pictures in front of a diaper enable proper fastening."
11107,"Wonder Diaper Pants - Small, 4-8 Kg",Baby Care,Diapers & Wipes,Huggies,1603.8,2198.0,Diapers,3.8,"Huggies knows that nothing is more important than the comfort and well-being of your little baby. Choosing the best diaper for your baby is an important step in ensuring the comfort of your little one during the day as well as overnight. That is why we have lovingly designed Huggies Wonder Pants for the all-round comfort of your little one. These diaper pants keep your baby comfortable in the day and help them sleep peacefully at night without any wetness irritating their skin. Their cottony-soft material is gentle on their bum keeping their precious skin perfect. And their revolutionary dry touch sheet pulls the wetness away from the skin of your baby keeping it dry and hygienic for up to 12 hours. If you are looking for safe and gentle care for your little one, stock up your diaper bags and changing tables with Huggies Wonder Pants."
11159,Small - 28 Diapers,Baby Care,Diapers & Wipes,Himalaya Baby,350.0,350.0,Diapers,4.1,"Himalaya Baby Diapers, with its unique, soft and easy-to-fit design, is specially formulated to provide the greatest comfort and care to your baby, Himalaya Baby Diaper is enriched with a blend of natural ingredients, Aloe Vera and Yashada Bhasma, which form a protective anti-rash shield that reduces the activity of harmful enzymes, inhibits the growth of microbes, and prevents diaper rash.The Diaper has a unique Super Absorbent Polymer (SAP) layer that absorbs multiple wettings and ensures maximum protection from dampness so that your baby gets an undisturbed and restful sleep."
11191,Premium Care Xtra Large - 24 Diaper Pants,Baby Care,Diapers & Wipes,Pampers ,591.71,749.0,Diapers,4.2,"New Pampers Premium Pants with cotton-like soft material is best for your baby's delicate skin. Pampers Premium Pants contain lotion with Aloe Vera and 3 Air Channels which helps your baby's skin to breathe. Experience 5-star comfort with unique added features like Wetness Indicator which turns yellow to blue in colour indicating when you may change and a Disposal Tape helps you in easy disposal of the diaper. Pampers is the No. 1 choice of doctors for diapers. Pampers Premium Pants are available in various sizes, namely, New Born (NB), S, M, L, XL and XXL sizes."
11217,Wonder Pants Diapers - Small Size,Baby Care,Diapers & Wipes,Huggies,407.63,450.0,Diapers,1.0,"Your baby spends a good part of their day in a diaper. Therefore, choosing the right diaper for their tender and delicate skin is extremely important. And this is where, we introduce our next-generation product, India's 1st diaper pants with the unique Bubble-Bed technology. There are 3 areas where a diaper surrounds the baby's skin-the baby's bottom, the baby's waist, and the baby's thigh. The skin of the baby in all these areas is extremely delicate and sensitiveHuggies Wonder Pants Diapers with 3D Bubble bed technology with a Cushiony Waistband."
11398,Premium Baby Wet Wipes With Aloe Vera - Paraben Free,Baby Care,Diapers & Wipes,Bodyguard,200.0,250.0,Baby Wipes,3.9,"BodyGuard Premium Baby Wet Wipes are specially made for the baby's delicate skin, enriched with aloe vera extracts to give a soft and moisturised feel. The wipes contain special conditioners and emollients to nourish the skin and are ideal for cleansing while changing the diaper. These wipes are probably the safest wipes for your kid, as it contains 98% demineralised water."
11458,Skin Care Wipes,Baby Care,Diapers & Wipes,Johnson's baby,75.0,75.0,Baby Wipes,4.4,"Johnson's baby wipes with lid protects newborn delicate skin from redness and rashes. These wipes have sponge-like fibres with 3x moisturizing lotion for soft and gentle care for a newborn. Alcohol-free, soap-free. Every Johnson’s product passes a 5 level safety assurance process. No harmful chemicals. Only 100% gentle care. Fliptop on the pack helps keep moisture locked in for longer use. It is clinically mildness proven. A baby's delicate skin requires the gentlest touch. And after a mother, the only thing that can provide such care and love is Johnsons. So, when it comes to caring for your little bundle of joy. Buy Johnson & Johnson Baby Skincare Wipes online now."
11772,Total Care Small - 54 Diaper Pants,Baby Care,Diapers & Wipes,Himalaya Baby,620.0,700.0,Diapers,3.5,"Your baby requires the utmost care. Himalaya Total Care Baby Pants is a one-step diaper solution specially designed for comfort, protection and total care of baby's skin. Himalaya Total Care Baby Pants comes in an easy to wear pant style design that offers a soft and comfortable fit & are easy to pull on and off. Enriched with the goodness of Aloe vera and Yashada bhasma, Himalaya Total Care Baby Pants offers a protective anti-rash shield that reduces the activity of harmful enzymes and prevents diaper rash."
11907,Smart Baby Diaper Pants - XL,Baby Care,Diapers & Wipes,Bebe,1049.0,1049.0,Diapers,,Bebe baby-dry pants style diapers providing your baby with the comfort of dryness overnight. It comes with a magic gel that locks wetness away for up to 12 hours of dryness. The new & improved product design enables a comfortable fit and comes equipped with a flexible waistband that adapts to baby's movements for a comfortable fit. It helps protect your baby's delicate skin from diaper rash and irritation. It also comes equipped with a top layer with cotton-like soft material for a comfortable nights sleep.
12204,Premium Care Large Diapers - Super Value Pack,Baby Care,Diapers & Wipes,Pampers ,2375.28,3299.0,Diapers,5.0,"New Pampers Premium Pants with cotton-like soft materials is best for your baby’s delicate skin. Pampers Premium Pants contain lotion with Aloe Vera and 3 Air Channels which helps your baby’s skin breathe. Experience 5 Star comfort with unique added features like Wetness Indicator which turns Yellow to Blue indication when you may change and Disposal Tape which helps you in easy disposal of the diaper.Pampers is the no. 1 choice of Doctors for diapers. Pampers Premium Pants are available in New-born (NB), S, M, L, XL and XXL sizes."
12237,New Dry Diapers - Medium Size,Baby Care,Diapers & Wipes,Huggies,1445.7,1580.0,Diapers,4.7,One of the most important baby care products that you buy for your baby is diapers. A good quality diaper can help keep your baby comfortable during play as well as sleep time. Choose Huggies New Dry Diapers – these diapers are highly absorbent and help in keeping your baby’s skin dry & fresh. These diapers are suitable for your baby’s skin to ensure uninterrupted play and nap time. Huggies New Dry is available in different sizes from Small to Large to suit your baby.
12288,Sanitary Disposal Bag,Baby Care,Diapers & Wipes,Sirona,126.0,150.0,Diapers,3.5,"Now bigger & better! Worried about disposing of your sanitary & intimate products? Made in india, 'i love clean' by sirona are cute oxo biodegradable disposable sanitary bags & are best for hygienic disposal of intimate care products (sanitary pads, tampons, panty liners, baby diapers, condoms, peebuddy) or general products (which need discreet disposal). No more black plastic bags, no more newspaper. Now use i love clean."
12367,"Nature Care Diaper Pants - Small, Monthly Pack",Baby Care,Diapers & Wipes,Huggies,2039.15,2399.0,Diapers,,"Nature's gentle protection for your baby's delicate skin. Presenting the new Huggies Nature Care Diaper Pants. Made with organic cotton and a pH balanced liner, it's the ideal pant-style diaper for your little one's delicate skin. With no added parabens, latex & chlorine it gently protects your baby's skin. It's more than a diaper pant, it's a hug from Nature. Made with organic cotton and a pH balanced liner with no added parabens, latex & chlorine with the wetness indicator."
12459,Baby Premium Diaper - Small,Baby Care,Diapers & Wipes,Mee Mee,475.2,594.0,Diapers,4.8,"Made from Cloth-like Breathable Fabric.
Eco-friendly.The 
Leak-lock system turns liquids into a gel.
SAP (Superabsorbent Polymers) absorbs multiple wettings.
Leak-proof technology."
12624,"Wonder Pants - Medium, Combo",Baby Care,Diapers & Wipes,Huggies,1279.17,1398.0,Diapers,,"Your baby spends a good part of their day in a diaper. Therefore, choosing the right diaper for their tender and delicate skin is extremely important. And this is where, we introduce our next-generation product, India's 1st diaper pants with the unique Bubble-Bed technology. There are 3 areas where a diaper surrounds the baby's skin-the baby's bottom, the baby's waist, and the baby's thigh. The skin of the baby in all these areas is extremely delicate and sensitiveHuggies Wonder Pants Diapers with 3D Bubble bed technology with a Cushiony Waistband."
12633,Premium Care Xtra Large Monthly Box Pack - 72 Diaper Pants,Baby Care,Diapers & Wipes,Pampers ,1583.28,2199.0,Diapers,4.5,"New Pampers Premium Pants with cotton-like soft materials is best for your babys delicate skin. Pampers Premium Pants contain lotion with Aloe Vera and 3 Air Channels which helps your babys skin breathe. Experience 5 Star comfort with unique added features like Wetness Indicator which turns Yellow to Blue indication when you may change and Disposal Tape which helps you in the easy disposal of the diaper. Pampers is the No. 1 choice of Doctors for diapers. Pampers Premium Pants are available in New-born (NB), S, M, L, XL and XXL sizes."
12669,Kare in Adult Diapers Pants Medium,Baby Care,Diapers & Wipes,Kare In,399.0,520.0,Diapers,4.2,
12749,Soft Baby Wipes - With Green Tea Essence,Baby Care,Diapers & Wipes,Mamypoko,320.0,320.0,Baby Wipes,3.5,"MamyPoko Soft baby wipes come with antibacterial properties and pleasant fragrance. It can be used to clean the baby at the time of diaper change, wiping their face, mouth, hands etc. Its antibacterial quality allows it to catches dust effectively and leaves the skin clean, Soft baby wipes are made of purified water that is gentle on baby's delicate skin, its pleasant fragrance gives both mother and baby a sense of freshness and cleanliness, its alcohol free which makes it mild enough to be used on newborn."
12751,"Pants - Extra Absorb Diaper, Small Size",Baby Care,Diapers & Wipes,Mamypoko,195.0,195.0,Diapers,4.1,"MamyPoko Pants Extra Absorb is a Pant Style diaper that can be used most comfortably for the baby at night because of the powerful slim core that can absorb up to 12 hours, it prevents leakage till morning. Therefore, your baby can sleep soundly all night and wake up with a big smile in the morning."
12759,"Baby Dry Pants - Medium, 7-12 Kg, Lotion With Aloe Vera",Baby Care,Diapers & Wipes,Pampers ,195.02,199.0,Diapers,4.3,"Pampers all-round protection pants are the only Anti-Rash Diaper pants in India. Newborn baby diapers containing Lotion with Aloe vera helps protect your baby’s delicate skin from diaper rash and irritation. Best diapers with Ultra Absorb Core provides your baby with a new type of dryness overnight - breathable dryness. Magic gel locks wetness away to provide up to 12 hours of dryness. The new and improved product design enables a comfortable fit, closer to the baby’s body and a flexible waistband that adapts to baby’s movements for a comfortable fit. Available in all sizes – Small diapers, medium diaper pants, large size diaper pants, XL diapers, XXL diapers, XXXL diaper pants. A top layer with cotton-like soft material ensures a comfortable night’s sleep. Our pants with fun exterior graphics, fun designs and characters ensure you enjoy with your baby."
13089,New Medium - 2 Diaper Pants,Baby Care,Diapers & Wipes,Pampers ,24.0,24.0,Diapers,4.4,"Pampers baby-dry pants style diapers are the only pants in India with new air channels providing your baby with the comfort of dryness overnight. It comes with a magic gel that locks wetness away for up to 12 hours of dryness. The new and improved product design enables a comfortable fit and comes equipped with a flexible waistband that adapts to baby's movements for a comfortable fit. Baby lotion with Aloe Vera helps protect your baby's delicate skin from diaper rash and irritation. It also comes equipped with a top layer with cotton-like soft material for a comfortable nights sleep. It also comes with a wide variety of fun exterior graphics, designs and characters for your baby to enjoy."
13189,Medium- 152 Diaper Pants,Baby Care,Diapers & Wipes,Pampers ,1583.28,2199.0,Diapers,4.2,"New Pampers Baby Dry Pants style diapers have 3 revolutionary Extra Absorb Channels, that help distribute wetness evenly throughout the pants diapers, so wetness does not collect in one place. Their Magic Gel Layer locks wetness inside and offers up to 12 hours of dryness to help your baby sleep soundly all night."
13320,Wipes - Gentle Baby,Baby Care,Diapers & Wipes,Himalaya Baby,183.0,184.0,Baby Wipes,4.4,Himalaya Indian Lotus Aloe Vera Gentle Baby Wipes are mild sufficient to sooth your baby's bottoms when changing a diaper. It can also be used to softly cleanse your baby's skin. The natural ingredients guarantee that baby remains bacteria-free during the day.
13331,New Dry Large - 2 Diapers Pants,Baby Care,Diapers & Wipes,Pampers ,28.0,28.0,Diapers,4.6,"Pampers dry, pants style diapers are the only pants in India with new air channels that provide your baby with breathable dryness overnight. It contains a magic gel that locks wetness away for up to 12 hours and the new and improved design enables a comfortable fit, closer to the baby's body. The diaper pants have a flexible waistband that adapts to the baby's movements for a comfortable fit, while the baby lotion with aloe vera helps protect your baby's delicate skin from diaper rash and irritation. The diaper pants top layer is made of a cotton-like soft material, for a comfortable night sleep, while the exterior has fun graphics, designs and characters on it."
13760,Smart Baby Diaper Pants - Small,Baby Care,Diapers & Wipes,Bebe,1049.0,1049.0,Diapers,,Bebe baby-dry pants style diapers providing your baby with the comfort of dryness overnight. It comes with a magic gel that locks wetness away for up to 12 hours of dryness. The new & improved product design enables a comfortable fit and comes equipped with a flexible waist band that adapts to babys movements for a comfortable fit. It helps protect your babys delicate skin from diaper rash and irritation. It also comes equipped with a top layer with cotton-like soft material for a comfortable nights sleep.
13766,Diaper Pants - Large,Baby Care,Diapers & Wipes,Pampers ,908.56,1198.0,Diapers,4.3,"Pampers dry, pants style diapers are the only pants in India with new air channels that provide your baby with breathable dryness overnight. It contains a magic gel that locks wetness away for up to 12 hours and the new and improved design enables a comfortable fit, closer to the baby's body. 
The diaper pants have a flexible waistband that adapts to the baby's movements for a comfortable fit, while the baby lotion with aloe vera helps protect your baby's delicate skin from diaper rash and irritation. The diaper pants top layer is made of a cotton-like soft material, for a comfortable night's sleep, while the exterior has fun graphics, designs, and characters on it."
13831,Premium Care New Baby Small - 21 Diapers,Baby Care,Diapers & Wipes,Pampers ,293.02,299.0,Diapers,4.7,"New Pampers Premium Pants with cotton-like soft materials is best for the delicate skin of the baby. Pampers Premium Pants contain lotion with Aloe Vera and 3 Air Channels which helps the skin breathe. Experience 5 Star comfort with unique added features like Wetness Indicator which turns Yellow to Blue indication when you may change and Disposal Tape which helps you in the easy disposal of the diaper. Pampers is the No. 1 choice of diapers as rated by Doctors. Pampers Premium Pants are available in New-born (NB), S, M, L, XL and XXL sizes."
14269,Premium Care Xtra Large - 36 Diaper Pants,Baby Care,Diapers & Wipes,Pampers ,781.0,1099.0,Diapers,4.3,"New Pampers Premium Pants with cotton-like soft material is best for your babys delicate skin. Pampers Premium Pants contain lotion with Aloe Vera and 3 Air Channels which helps your babys skin to breathe. Experience 5-star comfort with unique added features like Wetness Indicator which turns yellow to blue in colour indicating when you may change and a Disposal Tape helps you in easy disposal of the diaper. Pampers is the No. 1 choice of doctors for diapers. Pampers Premium Pants are available in various sizes, namely, New Born (NB), S, M, L, XL and XXL sizes."
14277,Pants Standard Small - 46 Diaper,Baby Care,Diapers & Wipes,Mamypoko,328.0,399.0,Diapers,4.1,"MamyPoko Pants is a pant style diaper that can be used most comfortably for the baby at night. These easy to pull up pants gives 10 hrs leakage protection, therefore, your baby can sleep soundly all night and wake up with a big smile in the morning."
14349,Premium Baby Small - 44 Diaper Pants,Baby Care,Diapers & Wipes,Teddyy,499.0,499.0,Diapers,,"Teddyy Diaper Pants - Premium, offers a world-class Pants diaper for your baby's comfort and freedom. Customised for the Indian weather, designed for the Indian body-type and made in India, Teddyy Diaper Pants Premium are extremely soft and breathable. Using SAP (Super Absorbent Powder) which converts a liquid into gel, Teddyys offer a superior performance along with a unique embossed design which increases absorbency and a soft, cottony waistband for added comfort 100% freedom, for you and your baby."
14563,Breathable Premium Baby Diaper Pants With Wetness Indicator - Extra Large,Baby Care,Diapers & Wipes,Mee Mee,319.2,399.0,Diapers,3.0,"We know that nothing is more powerful than a mother's touch. No one can give your baby the kind of softness and protection you can. Inspired by mothers, Mee Mee Premium Diaper Pants use super absorbent polymers technology to make a premium quality, breathable product that is exceptionally soft and cloth-like. Equipped with a unique Wetness Indicator, it helps you to know that it is time for a diaper change by simply turning green."
14614,Premium Soft Diaper Pants - Small Size,Baby Care,Diapers & Wipes,Huggies,718.92,798.0,Diapers,5.0,"Our softest for your softest. Introducing the Premium Soft Pants with the breakthrough Silky Cocoon design from Huggies. Its Cushion Waistband ensures a gentle, comfortable fit that helps prevent red marks and Silken Outer Cover Provides luxurious, silky softness. Your baby spends a good part of their day in a diaper. Therefore, choosing the right diaper for their tender and delicate skin is extremely important. And this is where, Huggies introduce the next generation product, India’s 1st diaper pants with the unique Bubble-Bed technology. This is so soft & fluffy that it feels like a bed against your baby’s bottom, keeping it extremely comfortable. Moreover, it absorbs the wetness and spreads it out evenly, keeping your little one's bottom dry."
14892,"Nature Care Diaper Pants - Medium, Monthly Pack",Baby Care,Diapers & Wipes,Huggies,2183.09,2399.0,Diapers,,"Nature's gentle protection for your baby's delicate skin. Presenting the new Huggies Nature Care Diaper Pants. Made with organic cotton and a pH balanced liner, it's the ideal pant-style diaper for your little one's delicate skin. With no added parabens, latex & chlorine it gently protects your baby's skin. It's more than a diaper pant, it's a hug from Nature. Made with organic cotton and a pH balanced liner with no added parabens, latex & chlorine with the wetness indicator."
14995,Dry Pants Diapers - Large,Baby Care,Diapers & Wipes,Huggies,99.0,99.0,Diapers,4.1,"Your baby spends a good part of their day in a diaper. Therefore, choosing the right diaper for their tender and delicate skin is extremely important. And this is where, we introduce our next-generation product, India’s 1st diaper pants with the unique Bubble-Bed technology. There are 3 areas where a diaper surrounds the baby’s skin, the baby’s bottom, the baby’s waist, and the baby’s thigh. The skin of the baby in all these areas is extremely delicate and sensitive. The next generation Bubble wala Huggies has 3 unique features which provide our best care & comfort in all these 3 areas.This next-generation diaper pant is lined with the super-soft 3-D Bubble-Bed in the inside layer of the diaper. This is so soft & fluffy that it feels like a bed against your baby’s bottom, keeping it extremely comfortable. Moreover, it absorbs the wetness and spreads it out evenly, keeping your little one's bottom dry."
15006,Breathable Premium Baby Diaper Pants With Wetness Indicator - Large,Baby Care,Diapers & Wipes,Mee Mee,319.2,399.0,Diapers,,"We know that nothing is more powerful than a mother's touch. No one can give your baby the kind of softness and protection you can. Inspired by mothers, Mee Mee Premium Diaper Pants use super absorbent polymers technology to make a premium quality, a breathable product that is exceptionally soft and cloth-like. Equipped with a unique Wetness Indicator, it helps you to know that it is time for a diaper change by simply turning green."
15126,Organic Bamboo Based Wipes,Baby Care,Diapers & Wipes,Mamaearth,198.0,198.0,Baby Wipes,4.4,"I know how much mess a little one can make and that is why I am here to help you. Whether you're changing a diaper or need to wipe up baby's face after a messy meal, I am gentle and safe for all parts of your baby's delicate skin. I am paediatrician tested, hypoallergenic wipe, soft and ideal for sensitive skin. I am made from 100% organic bamboo and hence I don't cause rashes. I am enriched with shea butter, almond oil and aloe vera to gently nourish your baby's skin. I am an earth-friendly biodegradable alternative to traditional polyester based wet wipes."
15163,Disposal Bags For Discreet Disposal Of Tampons & Condoms,Baby Care,Diapers & Wipes,Sirona,135.59,149.0,Diapers,5.0,"Sirona Tampons and Condom disposal bags, No more searching for a newspaper or black plastic bag to throw your used tampons, condoms, chewing gums etc."
15235,Baby Happy Pants - Large,Baby Care,Diapers & Wipes,Bella,649.0,649.0,Diapers,,"Bella Baby Happy is the European brand of premium Baby products created with love for the little ones and introduced in India to ensure the highest comfort of care, so Mom and Baby can cherish the unforgettable moments of happiness together. Baby pants imported from Russia. Airflow technology allows free air circulation to protect from skin irritations and rashes. A quick and simple way of putting the diaper on.Fast absorption and a great feeling of dryness. Easy and hassle-free diaper changing. Underwear like. Safety confirmed by dermatologists (no perfume, no chlorine, no latex)."
15538,"Wonder Pants - Large, Combo",Baby Care,Diapers & Wipes,Huggies,1188.3,1398.0,Diapers,,"Your baby spends a good part of their day in a diaper. Therefore, choosing the right diaper for their tender and delicate skin is extremely important. And this is where, we introduce our next-generation product, India's 1st diaper pants with the unique Bubble-Bed technology. There are 3 areas where a diaper surrounds the baby's skin-the baby's bottom, the baby's waist, and the baby's thigh. The skin of the baby in all these areas is extremely delicate and sensitiveHuggies Wonder Pants Diapers with 3D Bubble bed technology with a Cushiony Waistband."
15576,XXXL (18-35 kg) - 7 Diaper Pants,Baby Care,Diapers & Wipes,Mamypoko,299.0,299.0,Diapers,4.5,"Mamypoko pants XXXL, specially designed for your growing child's needs. With an absorption capacity of 6 glasses and keeps your baby dry all night. Now let your child wake up to happier morning."
15696,Diaper Pants - Premium Care Large,Baby Care,Diapers & Wipes,Pampers ,391.02,399.0,Diapers,4.9,"New Pampers Premium Pants with cotton-like soft materials is best for the delicate skin of the baby. Pampers Premium Pants contain lotion with Aloe Vera and 3 Air Channels which helps the skin breathe. Experience 5 Star comfort with unique added features like Wetness Indicator which turns Yellow to Blue indication when you may change and disposal tape which helps you in the easy disposal of the diaper. Pampers is the No. 1 choice of diapers as rated by doctors. Pampers Premium Pants are available in New-born (NB), S, M, L, XL and XXL sizes."
15824,Baby Reusable Diaper - Pink,Baby Care,Diapers & Wipes,Quick Dry,499.0,499.0,Diapers,3.0,"These baby diapers from Quick Dry are 100% waterproof and is leak resistant. These diapers are washable, hence it can be reused. It is safe and hygienic to be used even after the wash. It can be easily washed in the washing machine. It comes in a variety of colours and the size of these diapers can be adjusted."
15921,"Pampers New Diapers Pants, Medium, 28 Count",Baby Care,Diapers & Wipes,Pampers ,391.02,399.0,Diapers,4.6,"Pampers baby-dry pants style diapers are the only pants in India with new air channels providing your baby with the comfort of dryness overnight. It comes with a magic gel that locks wetness away for up to 12 hours of dryness. The new and improved product design enables a comfortable fit and comes equipped with a flexible waistband that adapts to baby's movements for a comfortable fit. Baby lotion with Aloe Vera helps protect your baby's delicate skin from diaper rash and irritation. It also comes equipped with a top layer with cotton-like soft material for a comfortable nights sleep. It also comes with a wide variety of fun exterior graphics, designs and characters for your baby to enjoy."
15926,Wonder Diaper Pants - Medium Size,Baby Care,Diapers & Wipes,Huggies,456.58,499.0,Diapers,,"Your baby spends a good part of their day in a diaper. Therefore, choosing the right diaper for their tender and delicate skin is extremely important. And this is where, we introduce our next generation product, India's 1st diaper pants with the unique Bubble-Bed technology.There are 3 areas where a diaper surrounds the baby's skin-the baby's bottom, the baby's waist, and the baby's thigh. The skin of the baby in all these areas is extremely delicate and sensitiveHuggies Wonder Pants Diapers  with 3D Bubble bed technology with a Cushiony Waistband"
15938,"Pants - Extra Absorb Diaper, Extra Large Size",Baby Care,Diapers & Wipes,Mamypoko,1125.0,1499.0,Diapers,4.3,"MamyPoko Pants Extra Absorb Diapers with crisscross absorbent sheet absorbs 7 glasses of urine and spreads it equally, so there is no fear of heaviness. Its stretchable thigh support prevents gaps between diaper and baby's thigh, hence prevents leakage."
16036,Baby Skincare Wipes - Fresh,Baby Care,Diapers & Wipes,bigbasket,99.0,169.0,Baby Wipes,4.3,"bigbasket Wet Wipes are made from finest quality material which gives it a distinct honey comb look. Ingredients used in these wipes are absolutely safe and free from harmful chemicals like paraben and alcohol. bigbasket Wet Wipes come in three different fragrances Fresh, Sea Breeze and Cherry. These Wipes have aloe vera as key ingredient which makes it the best choice for baby hygiene, make-up remover, sanitizing your face and hand after a long drive, sports or any other situation where you need a quick hygiene solution."
16050,Pants Extra Absorb Diaper - Extra Large Size,Baby Care,Diapers & Wipes,Mamypoko,1758.24,1998.0,Diapers,3.9,"MamyPoko Pants Extra Absorb with crisscross absorbent sheet which absorbs 7 glasses of urine and spreads it equally, so there's no fear of heaviness. Its stretchable thigh support prevents gaps between diaper and baby's thigh, hence prevents leakage."
16466,"Pants - Extra Absorb Diaper, Medium Size",Baby Care,Diapers & Wipes,Mamypoko,99.0,99.0,Diapers,4.2,"MamyPoko Pants Extra Absorb Diapers are a pant style diaper that can be used most comfortably for the baby at night because of the powerful slim core that can absorb up to 12 hours, it prevents leakage till morning. Therefore, your baby can sleep soundly all night and wake up with a big smile in the morning."
16579,"Total Care Baby Pants - Large, 9S",Baby Care,Diapers & Wipes,Himalaya,140.0,140.0,Diapers,4.2,"Powered by a natural anti-rash shield, Indian Aloe and Yashad Bhasma (Zinc Oxide, that prevents the risk of diaper rash), it is soft and has an easy-to-fit design. It offers care and comfort to your baby; silky soft inner layer for soft & sensitive skin.Breathable fabric ensures proper air circulation and leakproof soft elastic edges prevent leakage. Super Absorbent Polymer (SAP) layer rapidly absorbs multiple wettings and provides maximum protection from dampness. Wetness indicator turns green to show when baby wets the diaper keeps skin dry so that baby gets an undisturbed and restful sleep."
16611,Premium Soft Diaper Pants - Extra Small,Baby Care,Diapers & Wipes,Huggies,200.2,220.0,Diapers,,"Our softest for your softest. Introducing the premium soft pants with the breakthrough silky cocoon design from Huggies. Huggies premium soft pants diapers new born-XS with silky cocoon silken outer cover - provides luxurious, silky softness and a wetness indicator."
17118,Premium Care Large - 44 Diaper Pants,Baby Care,Diapers & Wipes,Pampers ,770.0,1099.0,Diapers,4.2,"New Pampers Premium Pants with cotton-like soft materials is best for the delicate skin of the baby. Pampers Premium Pants contain lotion with Aloe Vera and 3 Air Channels which helps the skin breathe. Experience 5 Star comfort with unique added features like Wetness Indicator which turns Yellow to Blue indication when you may change and Disposal Tape which helps you in the easy disposal of the diaper. Pampers is the No. 1 choice of diapers as rated by Doctors. Pampers Premium Pants are available in New-born (NB), S, M, L, XL and XXL sizes."
17136,Baby Dry Medium - 20 Diapers,Baby Care,Diapers & Wipes,Pampers ,333.2,340.0,Diapers,4.1,"Let your baby's skin breathe easy with the airy, soft comfort offered by the Pampers diapers. These tape-styles Pamper diapers are easy to put on your baby and change, which comes as a great help to mothers. These comfort fitting diapers with stretchable sides are best for your baby's rest and playtime Offering complete care and protection, these baby diaper will help keep your baby smiling and comfortable at all times. With Magic gel layer, these baby diaper offers overnight dryness and protects your baby's delicate skin from the rash."
17185,Baby Dry Medium (6-11 kg) - 5 Diapers,Baby Care,Diapers & Wipes,Pampers ,68.0,80.0,Diapers,3.8,"Pampers Disposable Diapers Pads with magic gel can absorb quicker and hence keep the skin dry. So your baby's skin will be dry throughout the night and give him a peaceful, undisturbed golden sleep."
17247,"Baby Diaper - Pants, Medium, 7-12 kg, Soft Cotton, Soaks up to 12 Hours",Baby Care,Diapers & Wipes,Pampers ,1060.24,1398.0,Diapers,4.2,"Pampers baby-dry pants style diapers are the only pants in India with new air channels providing your baby with the comfort of dryness overnight. It comes with a magic gel that locks wetness away for up to 12 hours of dryness. The new & improved product design enables a comfortable fit and comes equipped with a flexible waistband that adapts to the baby's movements for a comfortable fit. Baby lotion with Aloe Vera helps protect your baby's delicate skin from diaper rash and irritation. It also comes equipped with a top layer with cotton-like soft material for a comfortable nights sleep. It also comes with a wide variety of fun exterior graphics, designs and characters for your baby to enjoy."
17284,New Extra Large,Baby Care,Diapers & Wipes,Pampers ,712.0,1149.0,Diapers,4.3,"Pampers baby diaper pants are the only pants in India with new air channels providing your baby with a new type of dryness overnight; breathable dryness. Magic Gel that locks the wetness away for up to 12 hours of dryness. The new and improved product design enables a comfortable fit, closer to the baby's body.A flexible waistband that adapts to the baby's movements for a comfortable fit. Baby lotion with aloe vera helps protect your baby's delicate skin from diaper rash and irritation. A top layer with the cotton-like soft material, for a comfortable nights sleep. Fun exterior graphics; fun designs and characters to enjoy with your baby."
17467,Pants Extra Absorb Diaper - Small Size,Baby Care,Diapers & Wipes,Mamypoko,1339.0,1998.0,Diapers,4.4,"MamyPoko Pants Extra Absorb with a crisscross absorbent sheet which absorbs 7 glasses of urine and spreads it equally, so there's no fear of heaviness. Its stretchable thigh support prevents gaps between diaper and baby's thigh, hence prevents leakage."
17548,New Born - 2 Diaper Pants,Baby Care,Diapers & Wipes,Pampers ,18.0,18.0,Diapers,4.5,"New Pampers Baby Dry Pants style diapers have 3 revolutionary Extra Absorb Channels, that help distribute wetness evenly throughout the pants diapers, so wetness doesn't collect in one place. Their Magic Gel Layer locks wetness inside and offers up to 12 hours of dryness to help your baby sleep soundly all night."
17629,Reusable Diaper Insert Pads,Baby Care,Diapers & Wipes,Paw Paw,339.0,339.0,Diapers,5.0,"India's no.1 reusable diaper, Paw Paw Fabric Diaper is highly absorbant, less susceptible to skin rashes & skin allergies, unlike disposable diapers. The reusable diaper is an eco-friendly diapering option that helps to reduce disposable waste in our landfills. With a unique rapisoak technology, this diaper has fine stitching which is tough to break and no colouring agent is used. Its feathery soft touch is perfect for your little one's skin."
